package	version	repository	optional	size	sha256	url
libmysofa	1.3.5	main	false	1160956	b083050d4bc0bd11db0f73382ae3db8c5dc352520b78aaa44f150d87cff80215	https://packages.termux.dev/apt/termux-main/pool/main/libm/libmysofa/libmysofa_1.3.5_aarch64.deb
libnettle	4.0+really3.10.2	main	true	405656	f2d2a84083e66beab642e88496eb16976ccdb12d1278466e687f01431db8a5fb	https://packages.termux.dev/apt/termux-main/pool/main/libn/libnettle/libnettle_4.0+really3.10.2_aarch64.deb
libnghttp2	1.70.0	main	false	95924	ab2e0a3408fe4934ffdf774bd5049a265db2e6db62dcb651baecbecfb81e3f0b	https://packages.termux.dev/apt/termux-main/pool/main/libn/libnghttp2/libnghttp2_1.70.0_aarch64.deb
libnghttp3	1.18.0	main	false	69668	0be2ee96def3608afaf24eb0b4b55f3484a37c95ea21bb1d6d85c7d543467603	https://packages.termux.dev/apt/termux-main/pool/main/libn/libnghttp3/libnghttp3_1.18.0_aarch64.deb
libngtcp2	1.25.0	main	false	174068	f471bad7f4329b6b0b4aedf124e0a23a35f6ac99bfbae73304136f8bfd570fc3	https://packages.termux.dev/apt/termux-main/pool/main/libn/libngtcp2/libngtcp2_1.25.0_aarch64.deb
libogg	1.3.6-1	main	false	188636	4f1700a532f251ad3600f44f88cd764f1f6b0542d3343391117944b47a92802d	https://packages.termux.dev/apt/termux-main/pool/main/libo/libogg/libogg_1.3.6-1_aarch64.deb
libopencore-amr	0.1.6-1	main	false	111688	8ad25c12b892d56e85a21517d814146109fea7865b2548b8637743d7d6e0fee2	https://packages.termux.dev/apt/termux-main/pool/main/libo/libopencore-amr/libopencore-amr_0.1.6-1_aarch64.deb
libopenmpt	0.8.7	main	false	543344	f2d2ccd6824943c3ae0f7b8885efb059cf39ebce3c10b2998053c51d81b4ed3a	https://packages.termux.dev/apt/termux-main/pool/main/libo/libopenmpt/libopenmpt_0.8.7_aarch64.deb
libopus	1.6.1	main	false	191480	005a9335ce0ec0f510bbe6e0229c901d6f920cc375fcda56461e96cef70f8ff0	https://packages.termux.dev/apt/termux-main/pool/main/libo/libopus/libopus_1.6.1_aarch64.deb
libpcap	1.10.5-1	main	false	228384	3cc510e9f6ed2ef5e6537c59d1bd5f752d591664a7999d4325037a6f5eb924eb	https://packages.termux.dev/apt/termux-main/pool/main/libp/libpcap/libpcap_1.10.5-1_aarch64.deb
libpixman	0.46.4-1	main	false	157712	364b8c82ff68f8513930e5d413459fb7c52eccc7ba75a97a8c5a38760eee8d33	https://packages.termux.dev/apt/termux-main/pool/main/libp/libpixman/libpixman_0.46.4-1_aarch64.deb
libplacebo	7.360.1	main	false	416772	903ba38d4b1184a7fb37584e93967a73791f5df22fb3f81de5b33051b77b73ca	https://packages.termux.dev/apt/termux-main/pool/main/libp/libplacebo/libplacebo_7.360.1_aarch64.deb
libpng	1.6.58	main	false	195716	e47937405c72734867513cf0c63d27f36400d462666b65dfada984667d7228c4	https://packages.termux.dev/apt/termux-main/pool/main/libp/libpng/libpng_1.6.58_aarch64.deb
libpopt	1.19-3	main	true	33272	8de7d28d5bb749fa1e38d229638e2f0b8c15bddd9d0eae3217b7a52fe5668145	https://packages.termux.dev/apt/termux-main/pool/main/libp/libpopt/libpopt_1.19-3_aarch64.deb
librav1e	0.8.1	main	false	695340	ac7842a5896bdff1b4d4974d9c02e60f7d4a587b8618df691118a8591f8dbccf	https://packages.termux.dev/apt/termux-main/pool/main/libr/librav1e/librav1e_0.8.1_aarch64.deb
libresolv-wrapper	1.1.7-6	main	false	11492	788de09ffcc307bdbaf541dbe06cf79e54d8a2390fef1223727ee33d9bdfee9e	https://packages.termux.dev/apt/termux-main/pool/main/libr/libresolv-wrapper/libresolv-wrapper_1.1.7-6_aarch64.deb
librsvg	2.62.3	main	false	5353480	e6b3541d7b05e119bae291b4ed65e3f8695cbe34c5827340f39543c746da5160	https://packages.termux.dev/apt/termux-main/pool/main/libr/librsvg/librsvg_2.62.3_aarch64.deb
libsamplerate	0.2.2-4	main	false	973440	521d46cc49557c00b2d5c107da1f86f0cdda8a3a3b84bd9958bd7fc52bec2dae	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsamplerate/libsamplerate_0.2.2-4_aarch64.deb
libsixel	1.10.5-1	main	false	95276	6453994be51670851e2da6fcb676dc44140d095dec1a7395b9c05cc77fdc5126	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsixel/libsixel_1.10.5-1_aarch64.deb
libsmartcols	2.42.1-4	main	false	103388	94172cad650f192ef00b7d9ab2fb077b079a6204b1c3b96db6f1806e281fbfa3	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsmartcols/libsmartcols_2.42.1-4_aarch64.deb
libsndfile	1.2.2-3	main	false	223576	1e1fb77b14ec26f3ff6ded069e9ec816ab7535ae5d074122c6727b0f59d8aff3	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsndfile/libsndfile_1.2.2-3_aarch64.deb
libsodium	1.0.22-1	main	false	150908	a9fbbc3a7a5a2a0f514474ee706d49b576ac09268b87142a3690edb9f5f3643d	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsodium/libsodium_1.0.22-1_aarch64.deb
libsoxr	0.1.3-8	main	false	282436	a1c5f66aae3b9900e9a492b43901b2b98586870c7905feb9f3c835cc9af464be	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsoxr/libsoxr_0.1.3-8_aarch64.deb
libsqlite	3.53.4	main	false	759764	0e909ce0d50fe123305446cd22e0c5edf535d40344b9b065fbdcdee52f53198d	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsqlite/libsqlite_3.53.4_aarch64.deb
libsrt	1.5.6	main	false	277844	a9eed3fb8c71d2e2cd82a2611dd6af5105a6aaa21d0e6b1f3c886dd766391e24	https://packages.termux.dev/apt/termux-main/pool/main/libs/libsrt/libsrt_1.5.6_aarch64.deb
libssh	0.12.2	main	false	234304	05cfb1d6f70e9b316f1eac7a5ec9139f884e644d6d91e668e9ca49716aad8ff0	https://packages.termux.dev/apt/termux-main/pool/main/libs/libssh/libssh_0.12.2_aarch64.deb
libssh2	1.11.1-2	main	false	219220	1add4e0a926b848814e7e2f1817ea28b123c54cabd5bbc4e5cfd65291cbad84e	https://packages.termux.dev/apt/termux-main/pool/main/libs/libssh2/libssh2_1.11.1-2_aarch64.deb
libtalloc	2.4.3	main	false	33128	ac81ad623d74c209718b9f3acb2dd702cc8a88c431e820d212229910b4db29da	https://packages.termux.dev/apt/termux-main/pool/main/libt/libtalloc/libtalloc_2.4.3_aarch64.deb
libtasn1	4.21.0	main	true	101344	1d02de3a7e5ef4ff7d893597091176b8ddf135f1ddfacff951f76c18711a7342	https://packages.termux.dev/apt/termux-main/pool/main/libt/libtasn1/libtasn1_4.21.0_aarch64.deb
libtdb	1.4.15	main	true	38832	a247f77c4ce5364a6debaccb7ebcac99bf5c3bbca85733159a5320bb4fcb6a52	https://packages.termux.dev/apt/termux-main/pool/main/libt/libtdb/libtdb_1.4.15_aarch64.deb
libtheora	1.2.0-1	main	false	132020	9d4582f14f71df7a48101ee05297a57a898654ead55ef10ca4d73e254151b1e8	https://packages.termux.dev/apt/termux-main/pool/main/libt/libtheora/libtheora_1.2.0-1_aarch64.deb
libtiff	4.7.2	main	false	869912	998c583d65d7d42dcb177548a218545661f02385a51bb9f5c24f0da4fd046574	https://packages.termux.dev/apt/termux-main/pool/main/libt/libtiff/libtiff_4.7.2_aarch64.deb
libtirpc	1.3.7-1	main	true	123928	462a7440bc11b7f8dcd267c2b58fec3dbbde7ccea5287fcb9fe90b0a3a0309ae	https://packages.termux.dev/apt/termux-main/pool/main/libt/libtirpc/libtirpc_1.3.7-1_aarch64.deb
libuchardet	0.0.8-2	main	false	99912	a121a2b433b39a346cb6f20154c5659e86177eae103a64989ba72aab2aa5a878	https://packages.termux.dev/apt/termux-main/pool/main/libu/libuchardet/libuchardet_0.0.8-2_aarch64.deb
libudfread	1.2.0	main	false	15072	61a7e02c30ae61f9cbe46bf8cefa8e361a16b29010a07cacb43513ff533df81c	https://packages.termux.dev/apt/termux-main/pool/main/libu/libudfread/libudfread_1.2.0_aarch64.deb
libunbound	1.26.0	main	true	384980	b7dc8206c8aa22463938b2691f15358b5a656f04100e24ad799b50df0a7a0a1a	https://packages.termux.dev/apt/termux-main/pool/main/libu/libunbound/libunbound_1.26.0_aarch64.deb
libunistring	1.4.2	main	false	561924	5ff75cdf3ddd4ddf5dc9705050f270c3422820295a4b26f93496d3e8e9060122	https://packages.termux.dev/apt/termux-main/pool/main/libu/libunistring/libunistring_1.4.2_aarch64.deb
libuuid	2.42.1-4	main	false	15432	3458abaa8794d15a9d7763928f00c78e512af06cb3965dd5d8f550ff82c0e27d	https://packages.termux.dev/apt/termux-main/pool/main/libu/libuuid/libuuid_2.42.1-4_aarch64.deb
libuv	1.52.1	main	false	81948	874f556fddccf3f5cfc6c6be18c1cd927c94771bac7c1c660522aa90576b7b45	https://packages.termux.dev/apt/termux-main/pool/main/libu/libuv/libuv_1.52.1_aarch64.deb
libv4l	1.24.1-2	main	false	93356	11d0753f325dd6b5df28e7aa95dc28d69b3a81d9ba0c0bff85f4d04b80a61b64	https://packages.termux.dev/apt/termux-main/pool/main/libv/libv4l/libv4l_1.24.1-2_aarch64.deb
libvidstab	1.1.1-3	main	false	259744	4611cb90ee015b02bf69b5da9031aff64ae1ec11589986e58e37ea6dfe6f4cd4	https://packages.termux.dev/apt/termux-main/pool/main/libv/libvidstab/libvidstab_1.1.1-3_aarch64.deb
libvmaf	3.2.0-1	main	false	190648	a94f2338b1193603ba8ecd6cddbb29b85b0b3c0b4e35bc16ceacb18309672a22	https://packages.termux.dev/apt/termux-main/pool/main/libv/libvmaf/libvmaf_3.2.0-1_aarch64.deb
libvo-amrwbenc	0.1.3-2	main	false	52344	aa913ca492246ed1e6ce57a3c52fe856c323cbb6e8dbdb6904b80214551f6e00	https://packages.termux.dev/apt/termux-main/pool/main/libv/libvo-amrwbenc/libvo-amrwbenc_0.1.3-2_aarch64.deb
libvorbis	1.3.7-4	main	false	261740	6bfd70c4b570b85594bd06116b75a6f8109ec58cbc123e938b630a6eefdedf4e	https://packages.termux.dev/apt/termux-main/pool/main/libv/libvorbis/libvorbis_1.3.7-4_aarch64.deb
libvpx	1:1.16.0	main	false	864244	d3c3c2a5ee7ace0e4cd6a4f10ffe6877bdb4cf44b137c5fe41b489148e0aebf1	https://packages.termux.dev/apt/termux-main/pool/main/libv/libvpx/libvpx_1%3A1.16.0_aarch64.deb
libwayland	1.25.0-1	main	false	127376	1f98af1db541027082b57998a6cd62da0c73701d656210c41283f77cccfb3ed6	https://packages.termux.dev/apt/termux-main/pool/main/libw/libwayland/libwayland_1.25.0-1_aarch64.deb
libwebp	1.6.0-rc1-0	main	false	329496	80fa46bec4faad0ccfd969df5acfd501d813ca9d112b5c49f3f91390e987f3a9	https://packages.termux.dev/apt/termux-main/pool/main/libw/libwebp/libwebp_1.6.0-rc1-0_aarch64.deb
libwebrtc-audio-processing	1.3-5	main	false	409056	136f87d3c8aec04b94392a10174851936d21402f2f28aacdefd2cfd05ced367c	https://packages.termux.dev/apt/termux-main/pool/main/libw/libwebrtc-audio-processing/libwebrtc-audio-processing_1.3-5_aarch64.deb
libx11	1.8.13-1	main	false	1909956	a18c5cf3cfe2670bf1cb4243e3140a0b7639350a4175b5229c969402fdb12e9f	https://packages.termux.dev/apt/termux-main/pool/main/libx/libx11/libx11_1.8.13-1_aarch64.deb
libx264	1:0.164.3191-1	main	false	396540	fe98852cb06ce1c963a54284179d8cda42af2fa82afcac09f7d81e6de4d9bbc1	https://packages.termux.dev/apt/termux-main/pool/main/libx/libx264/libx264_1%3A0.164.3191-1_aarch64.deb
libx265	4.3	main	false	1599320	8dbfd50ad2ceea5ffa2384f0f4cc16a87cbf56ac83b4861fa4f640d1beb352cd	https://packages.termux.dev/apt/termux-main/pool/main/libx/libx265/libx265_4.3_aarch64.deb
libxau	1.0.12-2	main	false	9120	2d86bed61ce89dd8fdb55e565aede10155f2ce3adaccb61d5f1375aec3314083	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxau/libxau_1.0.12-2_aarch64.deb
libxcb	1.17.0-1	main	false	913948	191c3642b6a8c754bc75b69b94a81858ecb5f18766dc085aff55559b8087ad34	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxcb/libxcb_1.17.0-1_aarch64.deb
libxdmcp	1.1.5-2	main	false	24460	caea0cf5c0028af0840774094b8900ef7afffd8f9bbd7b1abfbe66851f0d6077	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxdmcp/libxdmcp_1.1.5-2_aarch64.deb
libxext	1.3.7	main	false	98008	6e98a24e0d1996d25f7db8d70ecae02cfe5fc146343428a065149003454c7fc9	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxext/libxext_1.3.7_aarch64.deb
libxft	2.3.9-1	main	false	47968	50e13e49e55dc0246a8b2ead0f84679bc674cd09ffc0e3e60e885f6886cbe2fd	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxft/libxft_2.3.9-1_aarch64.deb
libxml2	2.15.3-2	main	false	442468	59fbced0c60a7df9ff84faf20d248f563da5ae45a6783ed683faf33e9010fb24	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxml2/libxml2_2.15.3-2_aarch64.deb
libxrender	0.9.12-1	main	false	24572	90b21a4bc266468d540cab654ea7c010dcdd949b60d7136e87dad6966cef5cc0	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxrender/libxrender_0.9.12-1_aarch64.deb
libxshmfence	1.3.3-1	main	false	4548	7644c2969c2ce4d763785bd2a85eb32ccf8e5ad40228cd92b193f7edb6398d92	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxshmfence/libxshmfence_1.3.3-1_aarch64.deb
libxslt	1.1.45-1	main	false	225140	b104451c28d11e44a904cc665326a7161a5d5db6b339d3010096b34778cc0ee1	https://packages.termux.dev/apt/termux-main/pool/main/libx/libxslt/libxslt_1.1.45-1_aarch64.deb
libzimg	3.0.6	main	false	139012	a776d30cdb5734fa8feb17fb89fe8a67d14d64e491777d9b62b0fd714a9b59e8	https://packages.termux.dev/apt/termux-main/pool/main/libz/libzimg/libzimg_3.0.6_aarch64.deb
libzmq	4.3.5-2	main	false	320404	1d59efb56905e79159808c6b656cc768ffcc210012bc2d9b63f23162f65480d2	https://packages.termux.dev/apt/termux-main/pool/main/libz/libzmq/libzmq_4.3.5-2_aarch64.deb
libzopfli	1.0.3-5	main	false	119064	95cd7cb2209fbafb25825f5fcd4f86f021512175608e038b1c3d8d3fa0a4fe40	https://packages.termux.dev/apt/termux-main/pool/main/libz/libzopfli/libzopfli_1.0.3-5_aarch64.deb
littlecms	2.19.1	main	false	143396	274f732a186563beca204f5d016d30cac8e5c24f7c4395b60881f9613eddf1a1	https://packages.termux.dev/apt/termux-main/pool/main/l/littlecms/littlecms_2.19.1_aarch64.deb
lld	21.1.8-3	main	false	2812212	6299c8fdff59dcff972f6b444805bcdb211c2bd797a64d2ddb3875e699f30630	https://packages.termux.dev/apt/termux-main/pool/main/l/lld/lld_21.1.8-3_aarch64.deb
llvm	21.1.8-3	main	false	14911960	2d17e4dde485cae71e6872d19ce1d44555789208708b4e0fd15ebf6818a146d3	https://packages.termux.dev/apt/termux-main/pool/main/l/llvm/llvm_21.1.8-3_aarch64.deb
lua54	5.4.8-10	main	false	161412	075d0dd3cb65f095ffce6181de5aed62b9867399eab10a855d6b167d3f43fbfc	https://packages.termux.dev/apt/termux-main/pool/main/l/lua54/lua54_5.4.8-10_aarch64.deb
luajit	1:2.1.1785763465+g1edc3e5	main	false	292836	0478f84e598726eb4ce78f91a4d5a5fa513a80e957402bd810c29834e4f261fc	https://packages.termux.dev/apt/termux-main/pool/main/l/luajit/luajit_1%3A2.1.1785763465+g1edc3e5_aarch64.deb
make	4.4.1-1	main	false	240436	beb7ac00ee4f9958ec8e584ac1b2e1612c549425674ab2aa197d343594bcc5a3	https://packages.termux.dev/apt/termux-main/pool/main/m/make/make_4.4.1-1_aarch64.deb
mesa-vulkan-icd-swrast	26.0.6-2	main	false	1544132	f85143474a7235b178f56397ec81f655b6b4c473a45b57e563d4f957d6ed8f9c	https://packages.termux.dev/apt/termux-main/pool/main/m/mesa-vulkan-icd-swrast/mesa-vulkan-icd-swrast_26.0.6-2_aarch64.deb
mpv	0.41.0-2	main	false	1051004	c04905f23e72f93bfe604f096c1e55f37d7aee40b54e200919290f3350b6c826	https://packages.termux.dev/apt/termux-main/pool/main/m/mpv/mpv_0.41.0-2_aarch64.deb
ncurses	6.6.20260307+really6.5.20250830	main	false	557792	f44bbfdc3d42ec0217bffa978309390e59cea5a48a9a83226d4a496c42ad0b99	https://packages.termux.dev/apt/termux-main/pool/main/n/ncurses/ncurses_6.6.20260307+really6.5.20250830_aarch64.deb
ncurses-ui-libs	6.6.20260307+really6.5.20250830	main	false	32940	7393f369009be189b3d4ec1f9b16ebd57621d6a1b22949ae07685573950d1f37	https://packages.termux.dev/apt/termux-main/pool/main/n/ncurses-ui-libs/ncurses-ui-libs_6.6.20260307+really6.5.20250830_aarch64.deb
ncurses-utils	6.6.20260307+really6.5.20250830	main	false	89000	6fc33807c23594a2c085780924b87b348b389c6c778588c8f59d8f6669f17d20	https://packages.termux.dev/apt/termux-main/pool/main/n/ncurses-utils/ncurses-utils_6.6.20260307+really6.5.20250830_aarch64.deb
ndk-sysroot	29-2	main	false	1952312	5c03602bc51e8630818e6b75a5fed4c0546198d5e268642fde3732412915a250	https://packages.termux.dev/apt/termux-main/pool/main/n/ndk-sysroot/ndk-sysroot_29-2_aarch64.deb
net-snmp	5.9.5.2	main	true	1383276	5e15ee8d9d47a5b17341b11be7f48c0a03111b13e0e4570e3f61624a741a2b04	https://packages.termux.dev/apt/termux-main/pool/main/n/net-snmp/net-snmp_5.9.5.2_aarch64.deb
nmap	7.991	main	false	5152960	648203f6028bd8881755ada61982e4211886450e53bd8c46922e3e0ac3fa764c	https://packages.termux.dev/apt/termux-main/pool/main/n/nmap/nmap_7.991_aarch64.deb
nodejs	26.4.0	main	false	10343796	f2b8530d6d7ae72ee560d2791686f1849df9644396d56da915b31cd42c50a62d	https://packages.termux.dev/apt/termux-main/pool/main/n/nodejs/nodejs_26.4.0_aarch64.deb
ocl-icd	2.3.5	main	false	104028	2d76ddf09069ad599a4d5b2aee374c58411e1a3b0618b1ca5412467c9fd7b26a	https://packages.termux.dev/apt/termux-main/pool/main/o/ocl-icd/ocl-icd_2.3.5_aarch64.deb
oniguruma	6.9.10-1	main	false	136460	93675574c560cd2f75b32f0bd2fdaa693419dd6ac0e6c71c26ce5fd928cae1c5	https://packages.termux.dev/apt/termux-main/pool/main/o/oniguruma/oniguruma_6.9.10-1_aarch64.deb
openal-soft	1.25.2-1	main	false	666324	d9fa999d37d83ca014ecabaed114ac9bf1fc42cecff859943d85a4de7c7d7afd	https://packages.termux.dev/apt/termux-main/pool/main/o/openal-soft/openal-soft_1.25.2-1_aarch64.deb
openjpeg	2.5.4	main	false	149728	93ad32c8caa0eb8943e2dd86b5c2eaf48a767709a3fa069a5b670d948656c7d8	https://packages.termux.dev/apt/termux-main/pool/main/o/openjpeg/openjpeg_2.5.4_aarch64.deb
openssh	10.5p1	main	false	962244	110dcebd42eb4d147d7fdd132f8834e5cb5ff355ef9ed80385ad33698c984ebe	https://packages.termux.dev/apt/termux-main/pool/main/o/openssh/openssh_10.5p1_aarch64.deb
openssh-sftp-server	10.5p1	main	false	56368	73711b9de70dddf74dc4061ebd301473fb6229d67ed5af67c7dd333142650b6b	https://packages.termux.dev/apt/termux-main/pool/main/o/openssh-sftp-server/openssh-sftp-server_10.5p1_aarch64.deb
openssl	1:3.6.3	main	false	2478376	86760e9ce736f463236f2c15b1eb3a3fdcfc5778d0fd7077a917448dcc90f3aa	https://packages.termux.dev/apt/termux-main/pool/main/o/openssl/openssl_1%3A3.6.3_aarch64.deb
openssl-tool	1:3.6.3	main	false	277884	5dd21b49c243ac26785fe85c85155b8c79de62f2cf1d35d15f6af79aebe6ce08	https://packages.termux.dev/apt/termux-main/pool/main/o/openssl-tool/openssl-tool_1%3A3.6.3_aarch64.deb
opusfile	0.12-4	main	false	42588	6792d9e3c12bc51f92af9d83229c3cec13c1889cb8836b03c49db60d44bfb3bf	https://packages.termux.dev/apt/termux-main/pool/main/o/opusfile/opusfile_0.12-4_aarch64.deb
p11-kit	0.26.5	main	true	468204	7911d7427e3c7182cf364e56a45a92307e5e7fddc105dc468f25ae39aa3e0ad7	https://packages.termux.dev/apt/termux-main/pool/main/p/p11-kit/p11-kit_0.26.5_aarch64.deb
pango	1.58.2	main	false	364204	3089e2de505f3aed90b60235af7723bdc6e90bd0dd954bcd8083848a5d9c19e9	https://packages.termux.dev/apt/termux-main/pool/main/p/pango/pango_1.58.2_aarch64.deb
pcaudiolib	1.3-1	main	false	4332	bc094b98ec986891c718bdb81bf7d72d7d26d4df979b8dc40b7881ad4578f433	https://packages.termux.dev/apt/termux-main/pool/main/p/pcaudiolib/pcaudiolib_1.3-1_aarch64.deb
pcre2	10.47	main	false	961200	51f915d22de639bfca6ec029ae613987bbe3bc73626eede13319fd2e95f50b63	https://packages.termux.dev/apt/termux-main/pool/main/p/pcre2/pcre2_10.47_aarch64.deb
pkg-config	0.29.2-3	main	false	32776	fd6bf82d17dc811488c114a016181801b336f0be4fd2f22f9677ed9aefed42d2	https://packages.termux.dev/apt/termux-main/pool/main/p/pkg-config/pkg-config_0.29.2-3_aarch64.deb
procps	3.3.17-6	main	false	142848	a55809b0bf5de6c3462fdff18325ebcf27bce79e6cb49cd5b7ba52a8ff45af11	https://packages.termux.dev/apt/termux-main/pool/main/p/procps/procps_3.3.17-6_aarch64.deb
proot	5.1.107.89	main	false	95784	ec9fe38c50cfd49dd31fe360ffbcc3124a945dc1ea16293a8a769303dd724f46	https://packages.termux.dev/apt/termux-main/pool/main/p/proot/proot_5.1.107.89_aarch64.deb
psmisc	23.7-1	main	false	41188	99d0db5ba934e7fa38e33bebbda82c78be59b90e4ba85a74a6dabc3d5b5939b0	https://packages.termux.dev/apt/termux-main/pool/main/p/psmisc/psmisc_23.7-1_aarch64.deb
pulseaudio	17.0-4	main	false	848412	b119f3a5beb33273a6457e648a2ea501d6a507be8e99501737897c3ea07854cd	https://packages.termux.dev/apt/termux-main/pool/main/p/pulseaudio/pulseaudio_17.0-4_aarch64.deb
python	3.14.6-1	main	false	4816756	3166e56c2b6c03fff41191fbb9d736302978e7c484702814d9f6dc99dd6006bd	https://packages.termux.dev/apt/termux-main/pool/main/p/python/python_3.14.6-1_aarch64.deb
python-pip	26.2.1	main	false	1190440	92a9cb4b3c99dd20086f90fedc95c604eefc5bd0f88d1862690884474f82de44	https://packages.termux.dev/apt/termux-main/pool/main/p/python-pip/python-pip_26.2.1_all.deb
readline	8.3.3	main	false	293684	e50fb67f40753247dbb83efb17c7fbee0ac868ffcb5b5555d44d76ec8d90b4b1	https://packages.termux.dev/apt/termux-main/pool/main/r/readline/readline_8.3.3_aarch64.deb
resolv-conf	1.3	main	false	976	ab541abac8e0c81709cd7ca4a02bcfa0d60ba1f4bfe7fd6dce4a694a4a9dfffa	https://packages.termux.dev/apt/termux-main/pool/main/r/resolv-conf/resolv-conf_1.3_aarch64.deb
rhash	1.4.6-1	main	false	163252	e646c4c5c73a1654d503c30971213b5e2912f39b5c61b614e42702cffe8aa221	https://packages.termux.dev/apt/termux-main/pool/main/r/rhash/rhash_1.4.6-1_aarch64.deb
rubberband	4.0.0-1	main	false	205764	1172030a1e3ed70976114c8ca3eb4da0b82c1714825bd751ac1ada606dbc685a	https://packages.termux.dev/apt/termux-main/pool/main/r/rubberband/rubberband_4.0.0-1_aarch64.deb
rust	1.97.1	main	false	125335804	55c7eae124034fb8cf738f58031b4b7d0182e84325675d7e6da116cf3af0ca41	https://packages.termux.dev/apt/termux-main/pool/main/r/rust/rust_1.97.1_aarch64.deb
rust-std-aarch64-linux-android	1.97.1	main	false	4612876	98eeb5a632468a9d067b4ff7b5a2b263ae1ba9b16dc14464c96396041b68033e	https://packages.termux.dev/apt/termux-main/pool/main/r/rust-std-aarch64-linux-android/rust-std-aarch64-linux-android_1.97.1_aarch64.deb
samba	4.16.11-6	main	true	6220644	4c8527192357dacf066e967e99cc1f523302204ffa6acc4b6b1b45966ad6ce10	https://packages.termux.dev/apt/termux-main/pool/main/s/samba/samba_4.16.11-6_aarch64.deb
sed	4.9-2	main	false	117628	c355057bc410eba0b462210ad12d05e63a5f5593bbfc93d2c9cde1116384eacf	https://packages.termux.dev/apt/termux-main/pool/main/s/sed/sed_4.9-2_aarch64.deb
sox	14.4.2-29	main	false	499360	a0e5d177485603dd7421854fad694ebfa542d1203406900b6cabdb72ee727c24	https://packages.termux.dev/apt/termux-main/pool/main/s/sox/sox_14.4.2-29_aarch64.deb
speexdsp	1.2.1-1	main	false	37332	21cd5d122a8d24dffb9b2926dff7059f8f42cde7c5a91f27ea5c9b4f40356be0	https://packages.termux.dev/apt/termux-main/pool/main/s/speexdsp/speexdsp_1.2.1-1_aarch64.deb
svt-av1	4.2.0	main	false	1490768	e1fd576d086e2d870429e3ae16610b24cb1d0c8f9fcf330fa0abba9e867aabdb	https://packages.termux.dev/apt/termux-main/pool/main/s/svt-av1/svt-av1_4.2.0_aarch64.deb
tar	1.35-3	main	false	345636	a3847bc259b8654f621d36fa6345b1d6e93932e60e315e526eac2e3ecc5549ec	https://packages.termux.dev/apt/termux-main/pool/main/t/tar/tar_1.35-3_aarch64.deb
tdb-tools	1.4.15	main	true	17748	fa26d508f030faa1bfc9f9186ad2b6bbc3eb65e3b2cf944c0cdfff3aee5c49c8	https://packages.termux.dev/apt/termux-main/pool/main/t/tdb-tools/tdb-tools_1.4.15_aarch64.deb
termux-am	0.8.0-2	main	false	577260	c67200a3c1750819e0aef91be6f166395b61be7f7b2e1437a7294643956f5d32	https://packages.termux.dev/apt/termux-main/pool/main/t/termux-am/termux-am_0.8.0-2_all.deb
termux-am-socket	1.5.0-1	main	false	16132	dcf53ccb7e1ac46d50e1de9d5e182b748157ba53fbaf47e7a2d50d78447c550b	https://packages.termux.dev/apt/termux-main/pool/main/t/termux-am-socket/termux-am-socket_1.5.0-1_aarch64.deb
termux-api	0.59.1-1	main	false	28896	2b45c985c49420467b3452fd10d5e570a108d20bb2057a13b4d47f5a147f6186	https://packages.termux.dev/apt/termux-main/pool/main/t/termux-api/termux-api_0.59.1-1_aarch64.deb
termux-auth	1.5.0-1	main	false	6996	917f431ae85368deccf3a859e66fa9c9e99d354a0e948fc5ba174ce0359b37a9	https://packages.termux.dev/apt/termux-main/pool/main/t/termux-auth/termux-auth_1.5.0-1_aarch64.deb
termux-core	0.4.0-1	main	false	198224	4f809d70eff0afa8c1beccbf4b5f65e0f59207867462a3a2f66b3e2fcd64b057	https://packages.termux.dev/apt/termux-main/pool/main/t/termux-core/termux-core_0.4.0-1_aarch64.deb
termux-exec	1:2.5.0-1	main	false	287356	fd6a06a6a74c6fba2d1cec56dc8b5726e6488918322b06fd19fe5cff34b28a5d	https://packages.termux.dev/apt/termux-main/pool/main/t/termux-exec/termux-exec_1%3A2.5.0-1_aarch64.deb
termux-tools	1.46.0+really1.45.0-1	main	false	33592	970fb05a835169f218ea73479eda0f2574f5f70c2af54119f42f77e97cee98e1	https://packages.termux.dev/apt/termux-main/pool/main/t/termux-tools/termux-tools_1.46.0+really1.45.0-1_aarch64.deb
tor	0.4.9.11	main	false	3321768	3e4f7b031aa27604fb692f8b0d90e67be948980dd7cfc9372f3a1b17d0d9973c	https://packages.termux.dev/apt/termux-main/pool/main/t/tor/tor_0.4.9.11_aarch64.deb
